trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
185,False,"{'a': 0.05, 'e': 0.9439611101090025}",30,0,-188.1149270982784,"{0: 19, 1: 0, 2: 7, 3: 1, 4: 3}",0
186,False,"{'a': 0.05, 'e': 0.9433594470900581}",20,0,-56.81192810421566,"{0: 14, 1: 2, 2: 2, 3: 2, 4: 0}",0
187,False,"{'a': 0.05, 'e': 0.9427546655283462}",30,0,-127.42335206481168,"{0: 20, 1: 2, 2: 6, 3: 0, 4: 2}",0
188,False,"{'a': 0.05, 'e': 0.942146767423144}",30,12,-27.195568185927357,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 0}",1
189,False,"{'a': 0.05, 'e': 0.9415357547840314}",25,0,-114.18736213938276,"{0: 16, 1: 5, 2: 1, 3: 1, 4: 2}",0
190,False,"{'a': 0.05, 'e': 0.9409216296308844}",20,0,-163.60090700999154,"{0: 9, 1: 1, 2: 5, 3: 4, 4: 1}",0
191,False,"{'a': 0.05, 'e': 0.9403043939938682}",25,0,-69.19539394869904,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
192,False,"{'a': 0.05, 'e': 0.9396840499134307}",20,8,-8.216514539171182,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
193,False,"{'a': 0.05, 'e': 0.9390605994402955}",25,0,-193.42666850502616,"{0: 15, 1: 2, 2: 2, 3: 3, 4: 3}",0
194,False,"{'a': 0.05, 'e': 0.9384340446354554}",25,0,-245.301296694377,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 5}",0
195,False,"{'a': 0.05, 'e': 0.9378043875701654}",25,0,-90.32378673752575,"{0: 14, 1: 1, 2: 10, 3: 0, 4: 0}",0
196,False,"{'a': 0.05, 'e': 0.9371716303259356}",20,0,-21.260979516740676,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
197,False,"{'a': 0.05, 'e': 0.9365357749945253}",25,3,-47.200350087109484,"{0: 15, 1: 2, 2: 4, 3: 1, 4: 0}",1
198,False,"{'a': 0.05, 'e': 0.9358968236779348}",25,0,-132.34050135889797,"{0: 16, 1: 0, 2: 7, 3: 0, 4: 2}",0
199,False,"{'a': 0.05, 'e': 0.9352547784883994}",25,11,-31.716288653436113,"{0: 10, 1: 0, 2: 3, 3: 1, 4: 0}",1
200,False,"{'a': 0.05, 'e': 0.9346096415483818}",25,4,-80.5151961727562,"{0: 12, 1: 3, 2: 4, 3: 2, 4: 0}",1
201,False,"{'a': 0.05, 'e': 0.9339614149905656}",25,6,-68.12084126032097,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 1}",1
202,False,"{'a': 0.05, 'e': 0.9333101009578479}",25,0,-154.87027556027843,"{0: 17, 1: 2, 2: 2, 3: 1, 4: 3}",0
203,False,"{'a': 0.05, 'e': 0.9326557016033324}",30,0,-231.14690753381353,"{0: 18, 1: 3, 2: 4, 3: 0, 4: 5}",0
204,False,"{'a': 0.05, 'e': 0.9319982190903221}",20,0,-171.259313303887,"{0: 11, 1: 2, 2: 2, 3: 2, 4: 3}",0
205,False,"{'a': 0.05, 'e': 0.9313376555923123}",20,0,-75.60138045738213,"{0: 12, 1: 2, 2: 4, 3: 2, 4: 0}",0
206,False,"{'a': 0.05, 'e': 0.9306740132929834}",25,0,-106.94273002469166,"{0: 16, 1: 3, 2: 3, 3: 2, 4: 1}",0
207,False,"{'a': 0.05, 'e': 0.9300072943861937}",20,4,-60.89075291366531,"{0: 11, 1: 0, 2: 4, 3: 0, 4: 1}",1
208,False,"{'a': 0.05, 'e': 0.9293375010759719}",20,0,-196.17469163996182,"{0: 9, 1: 3, 2: 3, 3: 2, 4: 3}",0
209,False,"{'a': 0.05, 'e': 0.9286646355765102}",20,0,-6.388116139641845,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
210,False,"{'a': 0.05, 'e': 0.9279887001121568}",20,7,-60.79013513390515,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 1}",1
211,False,"{'a': 0.05, 'e': 0.9273096969174086}",20,0,-118.19969788030309,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
212,False,"{'a': 0.05, 'e': 0.9266276282369035}",20,0,-111.01218775621238,"{0: 11, 1: 0, 2: 7, 3: 1, 4: 1}",0
213,False,"{'a': 0.05, 'e': 0.9259424963254133}",20,6,-32.104073126393196,"{0: 8, 1: 3, 2: 3, 3: 0, 4: 0}",1
214,False,"{'a': 0.05, 'e': 0.9252543034478362}",20,0,-89.15877515186398,"{0: 11, 1: 2, 2: 5, 3: 2, 4: 0}",0
215,False,"{'a': 0.05, 'e': 0.9245630518791896}",20,0,-120.1027270227093,"{0: 11, 1: 2, 2: 4, 3: 2, 4: 1}",0
216,False,"{'a': 0.05, 'e': 0.923868743904602}",30,0,-70.11884660549808,"{0: 20, 1: 2, 2: 7, 3: 1, 4: 0}",0
217,False,"{'a': 0.05, 'e': 0.9231713818193057}",20,0,-76.61007863934879,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
218,False,"{'a': 0.05, 'e': 0.922470967928629}",20,0,-71.705156924497,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
219,False,"{'a': 0.05, 'e': 0.9217675045479895}",20,0,-28.752293785116446,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
220,False,"{'a': 0.05, 'e': 0.9210609940028851}",25,0,-137.71415389673126,"{0: 16, 1: 1, 2: 5, 3: 1, 4: 2}",0
221,False,"{'a': 0.05, 'e': 0.9203514386288872}",25,0,-109.29567595018653,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
222,False,"{'a': 0.05, 'e': 0.9196388407716328}",20,0,-170.31388759808564,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 4}",0
223,False,"{'a': 0.05, 'e': 0.9189232027868168}",30,0,-229.8213024614839,"{0: 18, 1: 1, 2: 6, 3: 1, 4: 4}",0
224,False,"{'a': 0.05, 'e': 0.9182045270401837}",25,12,11.883951051131067,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
225,False,"{'a': 0.05, 'e': 0.9174828159075206}",20,0,-158.91716322868731,"{0: 11, 1: 1, 2: 5, 3: 0, 4: 3}",0
226,False,"{'a': 0.05, 'e': 0.9167580717746486}",25,0,-152.68478443540036,"{0: 14, 1: 1, 2: 7, 3: 1, 4: 2}",0
227,False,"{'a': 0.05, 'e': 0.9160302970374157}",30,7,-78.47311485268668,"{0: 16, 1: 2, 2: 3, 3: 1, 4: 1}",1
228,False,"{'a': 0.05, 'e': 0.9152994941016878}",25,0,-67.99543738696293,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
229,False,"{'a': 0.05, 'e': 0.9145656653833419}",20,13,-0.24129858380935554,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
230,False,"{'a': 0.05, 'e': 0.9138288133082575}",20,0,-29.967087469559782,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
231,False,"{'a': 0.05, 'e': 0.9130889403123083}",20,0,-47.04837078692739,"{0: 15, 1: 2, 2: 1, 3: 2, 4: 0}",0
232,False,"{'a': 0.05, 'e': 0.912346048841355}",20,0,-118.75621423582177,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",0
233,False,"{'a': 0.05, 'e': 0.9116001413512362}",20,8,-62.109727959391925,"{0: 7, 1: 1, 2: 3, 3: 0, 4: 1}",1
234,False,"{'a': 0.05, 'e': 0.9108512203077614}",20,0,-69.85031840789848,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
235,False,"{'a': 0.05, 'e': 0.9100992881867019}",20,0,-193.1190359241886,"{0: 8, 1: 2, 2: 7, 3: 0, 4: 3}",0
236,False,"{'a': 0.05, 'e': 0.9093443474737829}",20,8,-13.673596593220115,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
237,False,"{'a': 0.05, 'e': 0.9085864006646757}",25,0,-74.64798466845747,"{0: 19, 1: 3, 2: 1, 3: 0, 4: 2}",0
238,False,"{'a': 0.05, 'e': 0.9078254502649887}",30,0,-94.2080154006396,"{0: 19, 1: 3, 2: 7, 3: 0, 4: 1}",0
239,False,"{'a': 0.05, 'e': 0.9070614987902598}",20,0,-80.97728073402938,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
240,False,"{'a': 0.05, 'e': 0.9062945487659477}",20,0,-139.93834531443613,"{0: 11, 1: 1, 2: 5, 3: 1, 4: 2}",0
241,False,"{'a': 0.05, 'e': 0.9055246027274239}",25,0,-75.29031227327255,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
242,False,"{'a': 0.05, 'e': 0.9047516632199634}",25,13,-53.48380375328154,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 1}",1
243,False,"{'a': 0.05, 'e': 0.9039757327987378}",20,0,-90.31623749050611,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
244,False,"{'a': 0.05, 'e': 0.9031968140288055}",30,0,-147.77546122577408,"{0: 18, 1: 2, 2: 8, 3: 0, 4: 2}",0
245,False,"{'a': 0.05, 'e': 0.9024149094851039}",35,6,-92.28203672359435,"{0: 16, 1: 4, 2: 9, 3: 0, 4: 0}",1
246,False,"{'a': 0.05, 'e': 0.9016300217524408}",25,0,-150.25519695262872,"{0: 18, 1: 0, 2: 3, 3: 1, 4: 3}",0
247,False,"{'a': 0.05, 'e': 0.9008421534254855}",20,0,-71.98060628442944,"{0: 15, 1: 2, 2: 0, 3: 2, 4: 1}",0
248,False,"{'a': 0.05, 'e': 0.9000513071087607}",30,0,-60.99149263206992,"{0: 23, 1: 2, 2: 4, 3: 0, 4: 1}",0
249,False,"{'a': 0.05, 'e': 0.8992574854166338}",20,0,-56.714907613765654,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
250,False,"{'a': 0.05, 'e': 0.8984606909733078}",20,0,-131.79866553149176,"{0: 10, 1: 2, 2: 4, 3: 3, 4: 1}",0
251,False,"{'a': 0.05, 'e': 0.8976609264128134}",30,0,-184.34854349661495,"{0: 17, 1: 0, 2: 10, 3: 1, 4: 2}",0
252,False,"{'a': 0.05, 'e': 0.8968581943789996}",20,0,-161.4169996344261,"{0: 11, 1: 3, 2: 2, 3: 1, 4: 3}",0
253,False,"{'a': 0.05, 'e': 0.8960524975255252}",25,0,-93.66908421274086,"{0: 16, 1: 0, 2: 8, 3: 0, 4: 1}",0
254,False,"{'a': 0.05, 'e': 0.8952438385158503}",35,9,-199.28172705574394,"{0: 13, 1: 2, 2: 7, 3: 1, 4: 3}",1
255,False,"{'a': 0.05, 'e': 0.894432220023227}",20,0,-68.84301407575275,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
256,False,"{'a': 0.05, 'e': 0.8936176447306908}",20,0,-54.80741469449452,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
257,False,"{'a': 0.05, 'e': 0.892800115331052}",25,0,-176.8367032555181,"{0: 15, 1: 0, 2: 6, 3: 1, 4: 3}",0
258,False,"{'a': 0.05, 'e': 0.8919796345268863}",30,12,-28.2197502659531,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 0}",1
259,False,"{'a': 0.05, 'e': 0.8911562050305263}",25,0,-34.83697090255739,"{0: 17, 1: 5, 2: 3, 3: 0, 4: 0}",0
260,False,"{'a': 0.05, 'e': 0.890329829564052}",20,0,-72.00981157463542,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
261,False,"{'a': 0.05, 'e': 0.8895005108592826}",20,0,-95.76024930562761,"{0: 14, 1: 0, 2: 3, 3: 2, 4: 1}",0
262,False,"{'a': 0.05, 'e': 0.8886682516577666}",20,4,-103.40231225932749,"{0: 9, 1: 1, 2: 3, 3: 2, 4: 1}",1
263,False,"{'a': 0.05, 'e': 0.8878330547107736}",25,0,-159.98929775257534,"{0: 11, 1: 2, 2: 10, 3: 1, 4: 1}",0
264,False,"{'a': 0.05, 'e': 0.8869949227792842}",25,0,6.577792464026505,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
265,False,"{'a': 0.05, 'e': 0.8861538586339818}",30,0,-91.12817196403712,"{0: 19, 1: 1, 2: 9, 3: 1, 4: 0}",0
266,False,"{'a': 0.05, 'e': 0.885309865055243}",20,0,-75.96203953258734,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
267,False,"{'a': 0.05, 'e': 0.8844629448331285}",30,12,-101.12323828103186,"{0: 12, 1: 2, 2: 1, 3: 1, 4: 2}",1
268,False,"{'a': 0.05, 'e': 0.8836131007673736}",20,11,-133.68923190374127,"{0: 4, 1: 0, 2: 2, 3: 0, 4: 3}",1
269,False,"{'a': 0.05, 'e': 0.8827603356673797}",20,6,-79.535195733781,"{0: 7, 1: 4, 2: 1, 3: 1, 4: 1}",1
270,False,"{'a': 0.05, 'e': 0.8819046523522039}",35,0,-200.202022953041,"{0: 24, 1: 1, 2: 4, 3: 3, 4: 3}",0
271,False,"{'a': 0.05, 'e': 0.8810460536505508}",20,15,4.507828452742011,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.05, 'e': 0.8801845424007624}",20,0,-152.04222124352992,"{0: 11, 1: 0, 2: 6, 3: 1, 4: 2}",0
273,False,"{'a': 0.05, 'e': 0.879320121450809}",25,0,-181.31750634351525,"{0: 14, 1: 2, 2: 5, 3: 1, 4: 3}",0
274,False,"{'a': 0.05, 'e': 0.8784527936582796}",20,0,-116.22976584923036,"{0: 10, 1: 0, 2: 9, 3: 0, 4: 1}",0
275,False,"{'a': 0.05, 'e': 0.8775825618903728}",30,0,-14.503296305595907,"{0: 25, 1: 1, 2: 4, 3: 0, 4: 0}",0
276,False,"{'a': 0.05, 'e': 0.8767094290238869}",20,0,-28.22398574107293,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
277,False,"{'a': 0.05, 'e': 0.8758333979452111}",30,0,-99.68368765712619,"{0: 20, 1: 2, 2: 7, 3: 0, 4: 1}",0
278,False,"{'a': 0.05, 'e': 0.8749544715503149}",20,0,-118.1226894782359,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
279,False,"{'a': 0.05, 'e': 0.8740726527447392}",30,0,-170.90133334543083,"{0: 19, 1: 3, 2: 4, 3: 1, 4: 3}",0
280,False,"{'a': 0.05, 'e': 0.8731879444435869}",25,0,-49.61498819734352,"{0: 17, 1: 2, 2: 6, 3: 0, 4: 0}",0
281,False,"{'a': 0.05, 'e': 0.8723003495715127}",30,0,-155.11591377744298,"{0: 21, 1: 2, 2: 3, 3: 1, 4: 3}",1
282,False,"{'a': 0.05, 'e': 0.8714098710627135}",25,0,-127.30480693874247,"{0: 16, 1: 2, 2: 3, 3: 3, 4: 1}",0
283,False,"{'a': 0.05, 'e': 0.8705165118609193}",30,0,-238.39265845514797,"{0: 17, 1: 2, 2: 5, 3: 2, 4: 4}",0
284,False,"{'a': 0.05, 'e': 0.8696202749193828}",35,0,-74.98202194812146,"{0: 25, 1: 4, 2: 5, 3: 0, 4: 1}",0
285,False,"{'a': 0.05, 'e': 0.8687211632008699}",25,0,-123.55780305428985,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",0
286,False,"{'a': 0.05, 'e': 0.8678191796776499}",30,0,-120.33632108596741,"{0: 18, 1: 3, 2: 8, 3: 0, 4: 1}",0
287,False,"{'a': 0.05, 'e': 0.8669143273314858}",25,0,-37.16375573303749,"{0: 19, 1: 0, 2: 6, 3: 0, 4: 0}",0
288,False,"{'a': 0.05, 'e': 0.866006609153624}",25,0,-138.41977859400262,"{0: 16, 1: 1, 2: 5, 3: 1, 4: 2}",0
289,False,"{'a': 0.05, 'e': 0.8650960281447853}",20,0,-84.69045376800246,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
290,False,"{'a': 0.05, 'e': 0.8641825873151536}",30,0,-62.00607274419863,"{0: 23, 1: 3, 2: 3, 3: 0, 4: 1}",0
291,False,"{'a': 0.05, 'e': 0.8632662896843675}",25,0,-53.701884239661915,"{0: 18, 1: 2, 2: 4, 3: 1, 4: 0}",0
292,False,"{'a': 0.05, 'e': 0.862347138281509}",20,0,5.128979352966018,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
293,False,"{'a': 0.05, 'e': 0.8614251361450944}",25,0,-63.92403253750814,"{0: 16, 1: 2, 2: 6, 3: 1, 4: 0}",0
294,False,"{'a': 0.05, 'e': 0.8605002863230639}",25,6,-41.064805327429454,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 0}",1
295,False,"{'a': 0.05, 'e': 0.8595725918727712}",20,0,-67.10301318308852,"{0: 12, 1: 0, 2: 8, 3: 0, 4: 0}",0
296,False,"{'a': 0.05, 'e': 0.8586420558609743}",25,9,-17.59319533579626,"{0: 11, 1: 3, 2: 2, 3: 0, 4: 0}",1
297,False,"{'a': 0.05, 'e': 0.8577086813638242}",20,0,-125.55537258727966,"{0: 9, 1: 2, 2: 7, 3: 1, 4: 1}",0
298,False,"{'a': 0.05, 'e': 0.8567724714668555}",20,0,-115.67992082382817,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
299,False,"{'a': 0.05, 'e': 0.8558334292649765}",25,0,-198.7233143028514,"{0: 12, 1: 5, 2: 3, 3: 2, 4: 3}",0
300,False,"{'a': 0.05, 'e': 0.8548915578624577}",20,0,-44.14887488305727,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",0
301,False,"{'a': 0.05, 'e': 0.8539468603729229}",20,8,-5.937506207411854,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
302,False,"{'a': 0.05, 'e': 0.852999339919338}",20,0,-5.099477266037723,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
303,False,"{'a': 0.05, 'e': 0.8520489996340013}",20,0,-60.87913558791709,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
304,False,"{'a': 0.05, 'e': 0.8510958426585327}",20,15,-4.261381343768647,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
305,False,"{'a': 0.05, 'e': 0.8501398721438634}",20,0,-106.8364586786195,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 3}",0
306,False,"{'a': 0.05, 'e': 0.8491810912502257}",20,0,-78.94195966966207,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
307,False,"{'a': 0.05, 'e': 0.8482195031471423}",25,0,-61.45897509877311,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
308,False,"{'a': 0.05, 'e': 0.8472551110134161}",25,0,-242.92853397261945,"{0: 10, 1: 1, 2: 9, 3: 2, 4: 3}",0
309,False,"{'a': 0.05, 'e': 0.8462879180371193}",20,0,-67.06476485587469,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
310,False,"{'a': 0.05, 'e': 0.8453179274155831}",20,0,-56.68845744935403,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
311,False,"{'a': 0.05, 'e': 0.8443451423553872}",20,3,-58.031364382776175,"{0: 10, 1: 3, 2: 2, 3: 2, 4: 0}",1
312,False,"{'a': 0.05, 'e': 0.8433695660723491}",20,0,-124.73999516996368,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
313,False,"{'a': 0.05, 'e': 0.8423912017915136}",20,13,-83.98533453256128,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 2}",1
314,False,"{'a': 0.05, 'e': 0.8414100527471419}",20,0,-89.62855113808922,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
315,False,"{'a': 0.05, 'e': 0.8404261221827007}",20,0,-96.55026582878807,"{0: 11, 1: 0, 2: 7, 3: 2, 4: 0}",0
316,False,"{'a': 0.05, 'e': 0.8394394133508526}",30,0,-134.51690055046066,"{0: 20, 1: 3, 2: 4, 3: 1, 4: 2}",0
317,False,"{'a': 0.05, 'e': 0.8384499295134437}",30,13,-28.964963760287922,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 0}",1
318,False,"{'a': 0.05, 'e': 0.8374576739414943}",20,0,-43.09141655720051,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
319,False,"{'a': 0.05, 'e': 0.8364626499151869}",25,0,-21.460328748215108,"{0: 19, 1: 4, 2: 2, 3: 0, 4: 0}",0
320,False,"{'a': 0.05, 'e': 0.8354648607238566}",20,0,-129.58593702797867,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 3}",0
321,False,"{'a': 0.05, 'e': 0.8344643096659788}",20,0,-42.55353059401197,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
322,False,"{'a': 0.05, 'e': 0.8334610000491597}",25,0,-94.2787194215134,"{0: 17, 1: 0, 2: 6, 3: 1, 4: 1}",0
323,False,"{'a': 0.05, 'e': 0.8324549351901241}",20,0,-63.27791399360333,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",0
324,False,"{'a': 0.05, 'e': 0.8314461184147056}",20,1,-30.71920294666392,"{0: 16, 1: 0, 2: 1, 3: 2, 4: 0}",1
325,False,"{'a': 0.05, 'e': 0.8304345530578346}",20,0,-74.9085991632297,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
326,False,"{'a': 0.05, 'e': 0.829420242463528}",20,1,-73.47873476678691,"{0: 14, 1: 3, 2: 0, 3: 0, 4: 2}",1
327,False,"{'a': 0.05, 'e': 0.8284031899848776}",20,0,-120.91113970331095,"{0: 10, 1: 1, 2: 7, 3: 1, 4: 1}",0
328,False,"{'a': 0.05, 'e': 0.8273833989840397}",20,0,-136.99086033807697,"{0: 10, 1: 1, 2: 7, 3: 0, 4: 2}",0
329,False,"{'a': 0.05, 'e': 0.8263608728322229}",20,0,-37.42896226630686,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",0
330,False,"{'a': 0.05, 'e': 0.8253356149096783}",20,0,-141.1413754055011,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 3}",0
331,False,"{'a': 0.05, 'e': 0.8243076286056873}",25,0,-74.26171420787219,"{0: 16, 1: 2, 2: 5, 3: 2, 4: 0}",0
332,False,"{'a': 0.05, 'e': 0.8232769173185507}",25,0,-255.98830498338444,"{0: 11, 1: 4, 2: 5, 3: 0, 4: 5}",0
333,False,"{'a': 0.05, 'e': 0.8222434844555777}",25,13,-124.7787517770195,"{0: 6, 1: 1, 2: 1, 3: 2, 4: 2}",1
334,False,"{'a': 0.05, 'e': 0.8212073334330743}",20,0,-86.8222547242656,"{0: 14, 1: 0, 2: 3, 3: 2, 4: 1}",0
335,False,"{'a': 0.05, 'e': 0.8201684676763322}",20,0,-127.99535058920938,"{0: 11, 1: 0, 2: 6, 3: 2, 4: 1}",0
336,False,"{'a': 0.05, 'e': 0.8191268906196174}",30,0,-81.81872600783865,"{0: 23, 1: 1, 2: 4, 3: 1, 4: 1}",0
337,False,"{'a': 0.05, 'e': 0.818082605706159}",30,4,-129.53031609520977,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 2}",1
338,False,"{'a': 0.05, 'e': 0.8170356163881375}",25,0,-82.70131737107505,"{0: 19, 1: 1, 2: 2, 3: 2, 4: 1}",0
339,False,"{'a': 0.05, 'e': 0.8159859261266735}",20,0,-76.58672960063919,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
340,False,"{'a': 0.05, 'e': 0.8149335383918168}",20,0,-111.32513386308557,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
341,False,"{'a': 0.05, 'e': 0.8138784566625339}",25,2,-117.98673844505905,"{0: 11, 1: 4, 2: 7, 3: 0, 4: 1}",1
342,False,"{'a': 0.05, 'e': 0.8128206844266975}",20,0,-64.01274536910294,"{0: 13, 1: 1, 2: 4, 3: 2, 4: 0}",0
343,False,"{'a': 0.05, 'e': 0.8117602251810743}",20,0,-118.24038020410683,"{0: 11, 1: 0, 2: 7, 3: 1, 4: 1}",0
344,False,"{'a': 0.05, 'e': 0.8106970824313137}",30,9,-78.54864175484893,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 1}",1
345,False,"{'a': 0.05, 'e': 0.8096312596919363}",25,0,-89.36558016811826,"{0: 16, 1: 3, 2: 4, 3: 1, 4: 1}",0
346,False,"{'a': 0.05, 'e': 0.8085627604863219}",20,0,-30.917341576328944,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
347,False,"{'a': 0.05, 'e': 0.8074915883466987}",30,0,-39.49520149441466,"{0: 23, 1: 1, 2: 6, 3: 0, 4: 0}",0
348,False,"{'a': 0.05, 'e': 0.8064177468141301}",30,5,-71.94069359830567,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",1
349,False,"{'a': 0.05, 'e': 0.8053412394385049}",30,2,-107.16309012856361,"{0: 21, 1: 1, 2: 3, 3: 1, 4: 2}",1
350,False,"{'a': 0.05, 'e': 0.804262069778524}",20,0,-81.99849311293653,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
351,False,"{'a': 0.05, 'e': 0.8031802414016895}",20,0,-125.14833323641183,"{0: 10, 1: 4, 2: 4, 3: 0, 4: 2}",0
352,False,"{'a': 0.05, 'e': 0.8020957578842927}",30,1,-189.88963197328368,"{0: 19, 1: 0, 2: 5, 3: 2, 4: 3}",1
353,False,"{'a': 0.05, 'e': 0.8010086228114017}",20,0,-107.46881295746972,"{0: 15, 1: 0, 2: 1, 3: 2, 4: 2}",0
354,False,"{'a': 0.05, 'e': 0.7999188397768509}",20,0,-3.626405299244282,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
355,False,"{'a': 0.05, 'e': 0.7988264123832275}",25,4,-92.2532340111815,"{0: 12, 1: 4, 2: 3, 3: 1, 4: 1}",1
356,False,"{'a': 0.05, 'e': 0.7977313442418611}",20,0,-28.245685687643938,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
357,False,"{'a': 0.05, 'e': 0.7966336389728103}",25,15,-33.31256338529173,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
358,False,"{'a': 0.05, 'e': 0.795533300204852}",25,0,-39.77808879078903,"{0: 19, 1: 0, 2: 5, 3: 1, 4: 0}",0
359,False,"{'a': 0.05, 'e': 0.7944303315754688}",25,7,-88.26490927631907,"{0: 11, 1: 5, 2: 0, 3: 0, 4: 2}",1
360,False,"{'a': 0.05, 'e': 0.7933247367308369}",20,15,7.0854424513397865,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.05, 'e': 0.7922165193258144}",20,0,-138.442630582553,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
362,False,"{'a': 0.05, 'e': 0.7911056830239287}",20,0,-14.06851389367851,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",1
363,False,"{'a': 0.05, 'e': 0.7899922314973651}",25,0,-103.61011403151403,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
364,False,"{'a': 0.05, 'e': 0.788876168426954}",20,2,-225.9669094083009,"{0: 8, 1: 0, 2: 4, 3: 2, 4: 4}",1
365,False,"{'a': 0.05, 'e': 0.787757497502159}",30,8,-11.798936073400522,"{0: 18, 1: 0, 2: 4, 3: 0, 4: 0}",1
366,False,"{'a': 0.05, 'e': 0.7866362224210649}",20,3,-8.638383197382073,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
367,False,"{'a': 0.05, 'e': 0.7855123468903652}",20,0,-72.90861239176279,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
368,False,"{'a': 0.05, 'e': 0.7843858746253497}",20,12,-0.3190006079765295,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
